invoice_id,Customer_Name,industry,country,company_size,customer_type,contract_type,amount,days_to_due,days_late,past_due_ratio,profit_margin_trend,cash_flow_status,recent_loan_applications,credit_hold_history,industry_payment_benchmark,economic_health_index,late_payment
6242,BioPure Chemicals,Retail,IN,Large,Returning,One-time,1008.07,30,2,0.68,Improving,Positive,2,FALSE,0.72,-0.46,0
6243,QuantumSoft,Education,PK,Large,Returning,Recurring,9716.38,30,3,0.4,Stable,Positive,4,TRUE,0.4,-0.44,0
6244,MediServe Diagnostics,Manufacturing,IE,Medium,New,Recurring,6714.95,30,47,0.65,Declining,Positive,1,TRUE,0.63,-0.09,1
6245,DataMatrix IT,Finance,IE,Large,Returning,Project-based,5674.08,15,57,0.39,Stable,Negative,2,FALSE,0.59,-1,1
6246,BrightWave Finance,Finance,US,Small,New,Project-based,4624.58,45,7,0.63,Stable,Positive,0,FALSE,0.67,-0.74,0
6247,CloudWorks Ltd,IT Services,IN,Large,Returning,Project-based,7175.12,60,43,0.96,Stable,Negative,3,FALSE,0.9,-0.98,1
6248,EduSmart Solutions,Manufacturing,FR,Medium,Returning,Recurring,751.54,15,14,0.09,Stable,Negative,3,FALSE,0.5,-0.06,0
6249,SkyWare Systems,Education,UK,Large,Returning,Project-based,8635.8,60,59,0.91,Declining,Positive,3,TRUE,0.5,0.46,1
6250,GreenWay Manufacturing,Healthcare,US,Medium,Returning,Project-based,2214.11,30,38,0.9,Stable,Positive,5,TRUE,0.85,0.31,1
6251,TechLine Systems,Retail,DE,Large,New,Recurring,5323.24,45,68,0.89,Stable,Negative,2,FALSE,0.77,0.75,1
6252,BluePeak Insurance,Healthcare,IE,Small,Returning,One-time,544.73,30,30,0.59,Stable,Negative,5,FALSE,0.88,-0.14,0
6253,DataBridge Analytics,Finance,FR,Large,Returning,Recurring,7292.84,30,58,0.57,Improving,Negative,0,FALSE,0.71,0.14,1
6254,IronClad Metals,Finance,US,Large,Returning,Recurring,3560.95,45,5,0.51,Stable,Positive,2,FALSE,0.7,-0.95,0
6255,IronClad Metals,IT Services,IN,Small,Returning,Project-based,5847.68,30,25,0.59,Declining,Positive,0,TRUE,0.69,-0.59,0
6256,MobiLink,Retail,US,Small,Returning,Project-based,7585.3,60,47,0.76,Improving,Positive,5,TRUE,0.87,0.19,1
6257,Meditech Labs,Healthcare,FR,Large,Returning,Recurring,7388.71,15,61,0.61,Declining,Negative,1,TRUE,0.84,-0.68,1
6258,EcoEnergy Solutions,Education,DE,Medium,Returning,One-time,5196.02,15,46,0.07,Improving,Positive,4,TRUE,0.56,0.79,1
6259,CloudNova,Finance,FR,Medium,New,Recurring,5336.7,45,9,0.08,Declining,Positive,2,FALSE,0.88,0.22,0
6260,MediAid Clinics,Education,FR,Small,Returning,One-time,1001.19,15,35,0.51,Stable,Negative,5,TRUE,0.46,-0.41,1
6261,Globo Retail,Education,US,Medium,New,One-time,846.8,60,51,0.99,Improving,Negative,1,FALSE,0.76,-0.44,1
6262,AutoMotion,Manufacturing,IE,Small,New,Project-based,7362.88,45,64,0.54,Improving,Negative,5,TRUE,0.55,0.54,1
6263,EduPrime,Retail,US,Large,New,Project-based,6931.17,30,40,0.59,Declining,Positive,0,TRUE,0.49,-0.72,1
6264,FreshMart Foods,Construction,IE,Medium,New,Project-based,335.79,15,37,0.34,Stable,Negative,4,TRUE,0.31,-0.66,1
6265,MegaMart Group,Construction,PK,Large,New,Recurring,5148.78,60,43,0.36,Declining,Negative,1,TRUE,0.39,-0.76,1
6266,EduPrime,Retail,DE,Small,Returning,One-time,7984.97,45,30,0.61,Improving,Negative,2,TRUE,0.38,0.4,0
6267,PrimeEdge Investments,Education,FR,Small,Returning,Project-based,1759.57,15,36,0.65,Improving,Negative,0,FALSE,0.49,-0.73,1
6268,PeakFinance,Retail,IE,Small,Returning,Recurring,5122.5,15,28,0.29,Declining,Negative,5,FALSE,0.75,-0.13,0
6269,TradeLink Exports,Healthcare,IE,Small,New,Project-based,3573.82,60,35,0.27,Improving,Negative,5,FALSE,0.67,-0.69,1
6270,DataCore Technologies,Healthcare,FR,Medium,New,Recurring,3453.14,15,51,0.19,Improving,Negative,1,FALSE,0.45,0.5,1
6271,RetailVerse,IT Services,US,Medium,New,Recurring,1161.33,45,0,0.12,Improving,Positive,1,FALSE,0.71,0.08,0
6272,SkyLogistics,Retail,US,Large,New,Project-based,3623.95,45,36,0.08,Declining,Negative,3,TRUE,0.51,-0.02,1
6273,MobiLink,Healthcare,UK,Medium,Returning,Recurring,6303.13,30,45,0.55,Declining,Negative,1,FALSE,0.63,-0.61,1
6274,Zenith Logistics,Retail,DE,Medium,Returning,One-time,6793.56,60,51,0.47,Improving,Negative,1,TRUE,0.32,0.68,1
6275,FreshMart Foods,Retail,UK,Medium,New,Project-based,964.96,45,25,0.34,Declining,Positive,4,TRUE,0.6,0.66,0
6276,BlueStone Retail,Retail,PK,Small,Returning,Recurring,4195.53,45,37,0.09,Improving,Positive,5,TRUE,0.42,0.56,1
6277,EcoEnergy Solutions,Finance,IE,Medium,New,Project-based,5696.11,30,4,0.11,Improving,Positive,1,TRUE,0.7,0.64,0
6278,SmartBuy Retailers,Retail,IN,Large,Returning,Project-based,4119.27,60,68,0.61,Stable,Negative,3,TRUE,0.32,-0.18,1
6279,EcoPlus Packaging,Construction,IE,Large,Returning,Recurring,9587.54,15,59,0.59,Stable,Negative,5,TRUE,0.51,0.82,1
6280,MediServe Diagnostics,Construction,US,Large,New,One-time,9665.18,60,37,0.91,Stable,Positive,0,FALSE,0.38,-0.64,1
6281,Oceanic Shipping,Construction,DE,Small,Returning,Project-based,4945.65,15,31,0.44,Improving,Negative,5,FALSE,0.49,0.15,1
6282,SmartEdge Security,Construction,DE,Medium,New,One-time,7568.02,60,40,0.25,Declining,Negative,5,TRUE,0.54,-0.22,1
6283,SoftCore IT,Finance,PK,Medium,New,Recurring,2116.13,45,41,0.23,Stable,Negative,5,TRUE,0.55,0.4,1
6284,BrightEdge AI,Healthcare,IE,Medium,New,One-time,8616.43,30,28,0.59,Declining,Positive,1,FALSE,0.68,-0.05,0
6285,NovaEdge Digital,Construction,PK,Medium,Returning,Recurring,9636.67,30,53,0.96,Improving,Negative,0,FALSE,0.76,0.05,1
6286,SteelForge Manufacturing,IT Services,PK,Small,Returning,One-time,8116.82,60,68,0.66,Declining,Positive,5,FALSE,0.72,0.34,1
6287,NextStep Consulting,Finance,IE,Small,Returning,Recurring,7827.06,60,61,0.47,Declining,Negative,5,TRUE,0.77,0.36,1
6288,SmartBank,Finance,FR,Large,New,Recurring,1304.94,60,42,0.43,Improving,Positive,4,TRUE,0.33,0.61,1
6289,MegaLogistics,Retail,PK,Large,Returning,Recurring,3347.9,60,33,0.31,Stable,Negative,5,FALSE,0.6,-0.34,1
6290,AlphaEdge Investments,IT Services,US,Medium,Returning,Recurring,1703.86,30,66,0.96,Improving,Negative,1,TRUE,0.39,0.69,1
6291,BluePeak Insurance,Education,UK,Small,New,Recurring,4450.18,15,32,0.53,Improving,Positive,3,FALSE,0.55,-0.65,1
6292,TechConnect,Education,US,Medium,Returning,Project-based,7777.19,45,37,0.27,Declining,Positive,1,TRUE,0.48,-0.93,1
6293,SmartEdge Security,IT Services,UK,Medium,New,Project-based,374.96,15,13,0.5,Stable,Positive,4,TRUE,0.39,-0.73,0
6294,BioLab Research,Construction,UK,Small,Returning,Project-based,6687.69,15,0,0.09,Improving,Positive,1,FALSE,0.31,-0.47,0
6295,FinEdge Corp,IT Services,US,Large,Returning,Project-based,4387.58,30,40,0.2,Declining,Negative,2,TRUE,0.8,0.13,1
6296,OmniTrade Co,IT Services,IN,Medium,Returning,One-time,8341.72,30,82,0.8,Declining,Negative,3,TRUE,0.81,-0.89,1
6297,VentureX Holdings,IT Services,IE,Small,Returning,One-time,8144.63,15,65,0.8,Stable,Negative,4,TRUE,0.75,0.25,1
6298,TechConnect,Construction,DE,Large,New,Recurring,2145.81,45,34,0.85,Improving,Positive,1,FALSE,0.43,-0.85,1
6299,SkyVision Telecom,Manufacturing,DE,Large,New,Project-based,6871.56,30,36,0.58,Declining,Positive,4,FALSE,0.82,0.86,1
6300,BioEdge Pharma,Manufacturing,DE,Large,New,One-time,5380.04,45,2,0.28,Improving,Positive,3,FALSE,0.88,0.08,0
6301,BluePeak Insurance,Healthcare,FR,Small,Returning,Project-based,7643.62,45,21,0.52,Improving,Positive,3,FALSE,0.36,0.72,0
6302,FreshLeaf Organics,Finance,US,Large,Returning,One-time,881.18,30,55,0.8,Declining,Positive,1,TRUE,0.83,-0.91,1
6303,PrimeEdge Investments,Construction,UK,Large,Returning,One-time,7065.94,60,36,0.62,Improving,Negative,1,FALSE,0.81,0.97,1
6304,PayPro Financials,Education,DE,Medium,New,Project-based,1318.35,45,48,0.57,Improving,Positive,0,TRUE,0.61,0.34,1
6305,QuickPay Fintech,Construction,UK,Large,New,Recurring,5384.75,15,54,0.72,Stable,Negative,2,TRUE,0.37,0.78,1
6306,StreamTech,Manufacturing,IN,Small,Returning,One-time,1413.35,30,49,0.42,Improving,Positive,2,FALSE,0.41,-0.83,1
6307,SmartBank,Construction,IN,Large,Returning,Recurring,5767.24,30,45,0.19,Declining,Positive,5,TRUE,0.76,-0.83,1
6308,PeakWorks Engineering,Finance,IE,Large,New,One-time,6125.8,15,17,0.29,Stable,Positive,4,FALSE,0.83,-0.38,0
6309,FreshLeaf Organics,IT Services,DE,Small,New,Recurring,4589.56,15,35,1,Improving,Positive,2,TRUE,0.6,-0.35,1
6310,QuickNet Communications,IT Services,FR,Large,Returning,One-time,3144.39,15,43,0.49,Declining,Positive,0,TRUE,0.36,-0.61,1
6311,PureBuild Construction,Education,IE,Large,New,One-time,5347.42,60,15,0.89,Declining,Positive,3,FALSE,0.88,0.34,0
6312,BrightWave Finance,Construction,DE,Small,New,Project-based,1604.09,30,20,0.14,Declining,Positive,4,TRUE,0.35,0.07,0
6313,NextStep Consulting,Manufacturing,IN,Large,New,One-time,6922.6,60,40,0.9,Stable,Positive,2,TRUE,0.39,0.21,1
6314,BrightWave Finance,IT Services,US,Small,Returning,One-time,1617.75,45,37,0.82,Stable,Positive,2,FALSE,0.46,-0.35,1
6315,HealthPlus Pharma,Finance,IN,Medium,Returning,One-time,1564.97,15,14,0.03,Improving,Negative,2,FALSE,0.35,0.72,0
6316,EduPro Learning,Healthcare,IN,Medium,Returning,Project-based,4683.49,45,12,0.25,Stable,Positive,1,TRUE,0.37,0.74,0
6317,DataCore Technologies,IT Services,UK,Small,Returning,Recurring,1919,60,30,0.1,Declining,Positive,0,TRUE,0.69,0.1,0
6318,UrbanMove Transport,Retail,PK,Medium,Returning,Project-based,849.59,60,67,0.37,Declining,Negative,3,FALSE,0.56,-0.61,1
6319,IronClad Metals,Finance,IN,Medium,Returning,Recurring,6798.13,30,33,0.7,Stable,Negative,4,FALSE,0.32,-0.2,1
6320,VentureX Holdings,IT Services,IN,Large,Returning,Recurring,1856.23,30,37,0.3,Improving,Positive,3,TRUE,0.32,0.48,1
6321,EcoFuel Energy,Healthcare,IE,Small,Returning,One-time,5723.55,30,8,0.97,Improving,Positive,3,FALSE,0.69,0.76,0
6322,EcoVision Solar,IT Services,FR,Large,New,Recurring,502.15,30,36,0.63,Improving,Positive,3,FALSE,0.39,0.08,1
6323,EcoPlus Packaging,Healthcare,DE,Large,New,One-time,3176.08,60,57,0.71,Declining,Negative,2,TRUE,0.7,0.79,1
6324,InnoHealth Labs,Retail,PK,Small,Returning,Recurring,2851.27,60,30,0.98,Stable,Positive,4,FALSE,0.62,0.51,0
6325,BluePeak Insurance,Manufacturing,IE,Medium,New,Project-based,4703.18,45,21,0.23,Declining,Positive,3,TRUE,0.39,0.68,0
6326,SmartEdge Security,Healthcare,UK,Large,Returning,One-time,2736.44,45,29,0.65,Declining,Positive,3,TRUE,0.47,-0.44,0
6327,CloudWorks Ltd,Manufacturing,UK,Medium,Returning,Project-based,1599.05,15,64,0.1,Stable,Negative,2,FALSE,0.51,-0.94,1
6328,NovaFoods,Manufacturing,IE,Small,Returning,Recurring,3579.91,30,46,0.96,Improving,Positive,4,TRUE,0.54,0.52,1
6329,MediCore Systems,Education,US,Small,Returning,Recurring,2738.36,15,68,0.4,Stable,Negative,0,TRUE,0.31,-0.83,1
6330,SteelForge Manufacturing,Construction,UK,Medium,Returning,Recurring,1513.58,45,45,0.09,Declining,Negative,0,FALSE,0.54,-0.79,1
6331,OmniCare Health,IT Services,PK,Large,New,Project-based,3920.59,15,39,0.76,Improving,Negative,1,TRUE,0.36,-0.61,1
6332,PrimeTech AI,Finance,UK,Medium,New,Recurring,1228.92,45,60,0.76,Improving,Negative,0,FALSE,0.65,0.37,1
6333,Oceanic Shipping,Retail,IE,Large,Returning,Recurring,9157.46,15,31,0.12,Stable,Negative,3,FALSE,0.78,-0.17,1
6334,AutoFix Mechanics,Construction,DE,Large,Returning,One-time,4005.19,45,48,0.79,Stable,Negative,4,TRUE,0.79,-0.51,1
6335,PureBuild Construction,Education,FR,Medium,New,One-time,1368,30,42,0.54,Improving,Negative,4,FALSE,0.84,-0.26,1
6336,NanoCom Systems,Construction,IN,Large,New,One-time,3600.47,60,30,0.05,Improving,Negative,3,FALSE,0.52,-0.22,0
6337,ShopWise Market,Healthcare,FR,Large,New,One-time,9364.98,45,36,0.42,Stable,Positive,0,TRUE,0.78,0.34,1
6338,MediAid Clinics,Construction,FR,Small,New,Recurring,637.2,15,40,0.83,Stable,Negative,3,TRUE,0.35,-0.31,1
6339,DataBridge Analytics,Manufacturing,IE,Medium,Returning,Recurring,2874.96,45,22,0.42,Stable,Positive,0,FALSE,0.35,0.32,0
6340,EcoFuel Energy,Construction,IN,Medium,New,One-time,1324.6,15,16,0.6,Stable,Positive,2,FALSE,0.39,0.73,0
6341,OmniTrade Co,Healthcare,US,Small,New,Project-based,7099.81,30,34,0.02,Improving,Positive,0,TRUE,0.44,0.6,1
6342,BrightWave Finance,Retail,IN,Small,Returning,One-time,8322.85,15,0,0.07,Stable,Positive,0,FALSE,0.32,-0.69,0
6343,BrightPay,Construction,FR,Small,New,One-time,2743.44,30,62,0.63,Declining,Negative,5,FALSE,0.52,0.41,1
6344,QuantumSoft,Healthcare,DE,Large,Returning,Recurring,2289.27,15,5,0.53,Stable,Positive,4,FALSE,0.53,0.15,0
6345,DataMatrix IT,IT Services,US,Large,New,Project-based,6595.48,45,44,0.32,Stable,Negative,0,TRUE,0.42,-0.65,1
6346,FreshMart Foods,Healthcare,US,Small,Returning,Recurring,7872.86,45,42,0.19,Improving,Positive,4,TRUE,0.57,-0.86,1
6347,BlueStone Retail,IT Services,PK,Small,Returning,Recurring,6174.74,30,0,0.33,Stable,Positive,2,FALSE,0.5,0.16,0
6348,PayPro Financials,Construction,IE,Large,New,One-time,7804.87,60,42,0.97,Stable,Positive,3,TRUE,0.79,0.12,1
6349,EduPro Learning,Manufacturing,US,Small,New,One-time,3702.69,15,75,0.77,Stable,Negative,5,TRUE,0.61,0.66,1
6350,NextLevel Consulting,Construction,FR,Small,Returning,One-time,2021.72,60,30,0.41,Stable,Positive,4,FALSE,0.42,-0.35,0
6351,UrbanStyle Retail,Education,PK,Medium,New,Project-based,6690.55,45,31,0.09,Improving,Positive,5,FALSE,0.5,0.02,1
6352,MetroLine Construction,Healthcare,PK,Large,Returning,Recurring,2871.95,60,78,0.97,Declining,Negative,3,TRUE,0.64,0.91,1
6353,SmartBank,Education,DE,Large,Returning,One-time,6822.81,45,43,0.02,Improving,Negative,0,TRUE,0.79,-0.1,1
6354,EcoEnergy Solutions,Finance,US,Medium,New,Recurring,1314.08,45,23,0.24,Stable,Positive,0,FALSE,0.77,-0.4,0
6355,SmartEdge Security,Retail,US,Medium,New,One-time,5470.43,15,18,0.85,Improving,Positive,3,FALSE,0.38,0.56,0
6356,SkyLogistics,IT Services,IE,Large,Returning,Project-based,3807.85,30,78,0.23,Declining,Negative,4,TRUE,0.73,-0.42,1
6357,BrightStar Retail,Finance,IN,Large,Returning,One-time,7806.05,45,15,0.23,Stable,Negative,4,FALSE,0.83,-0.5,0
6358,NextLevel Consulting,Healthcare,IE,Small,Returning,Recurring,3096.92,60,59,0.73,Stable,Negative,2,TRUE,0.57,0.68,1
6359,SmartFinance Advisors,Education,FR,Large,Returning,Recurring,1700.04,30,7,0,Stable,Positive,1,FALSE,0.33,-0.91,0
6360,InnoHealth Labs,Manufacturing,FR,Large,New,Project-based,735.88,30,49,0.61,Declining,Negative,3,TRUE,0.6,-0.83,1
6361,SkyHigh Builders,Finance,IE,Large,New,Project-based,8397.77,45,37,0.01,Declining,Negative,5,FALSE,0.3,0.93,1
6362,StreamTech,Healthcare,FR,Medium,Returning,Recurring,7099.87,60,55,0.27,Stable,Negative,4,TRUE,0.73,0.11,1
6363,AgroFresh Farms,Finance,IE,Small,Returning,One-time,2814.16,45,45,0.87,Improving,Negative,1,FALSE,0.59,0.41,1
6364,AutoFix Mechanics,IT Services,IN,Large,New,Recurring,1193.74,30,37,0.41,Stable,Negative,4,FALSE,0.78,0.07,1
6365,BrightLine Transport,Manufacturing,US,Small,Returning,Project-based,6081.48,45,28,0.12,Stable,Negative,5,TRUE,0.37,-0.02,0
6366,SmartMove Rentals,Manufacturing,IE,Medium,Returning,Recurring,7920.18,45,25,0.15,Declining,Positive,5,TRUE,0.82,0.85,0
6367,NovaCom IT,Finance,FR,Medium,New,One-time,8686.12,45,43,0.72,Declining,Positive,3,FALSE,0.83,-0.3,1
6368,EcoFuel Energy,Retail,PK,Small,New,Recurring,8129.65,30,49,0.96,Stable,Negative,2,TRUE,0.84,0.94,1
6369,TechNova Ltd,Education,IE,Large,Returning,Recurring,9272.61,15,37,0.86,Declining,Positive,3,TRUE,0.71,-0.18,1
6370,BrightLine Transport,IT Services,UK,Large,Returning,Project-based,893.81,30,59,0.67,Declining,Positive,0,FALSE,0.66,-0.6,1
6371,EcoWare Packaging,Retail,FR,Large,New,Recurring,7956.81,30,52,0.82,Stable,Negative,5,FALSE,0.59,-0.15,1
6372,UrbanMove Transport,Finance,IN,Small,New,One-time,1300.78,15,46,0.09,Improving,Negative,3,FALSE,0.59,-0.59,1
6373,UrbanEstate Developers,Education,IE,Large,Returning,Recurring,5417.22,30,7,0.11,Stable,Positive,1,FALSE,0.31,0.58,0
6374,SolarTech Energy,IT Services,IE,Large,New,One-time,9601.3,60,19,0.53,Declining,Positive,2,TRUE,0.64,-0.2,0
6375,TradeLink Exports,Construction,DE,Medium,New,Recurring,4328.93,15,0,0.12,Improving,Positive,3,FALSE,0.84,-0.76,0
6376,NovaEdge Digital,IT Services,PK,Small,Returning,One-time,8290.06,45,47,0.76,Declining,Negative,4,TRUE,0.86,0.41,1
6377,TradeLink Exports,Education,DE,Medium,New,One-time,4954.78,15,49,0.48,Declining,Negative,0,TRUE,0.88,-0.44,1
6378,ClearPath Consulting,IT Services,US,Large,New,Project-based,9184.12,30,28,0.37,Stable,Positive,3,TRUE,0.8,0.08,0
6379,UrbanGrid Builders,Retail,PK,Large,New,One-time,1782.66,15,22,0.22,Stable,Positive,1,FALSE,0.32,-0.06,0
6380,EcoWare Packaging,Construction,IN,Small,Returning,One-time,6462.25,45,62,0.54,Stable,Negative,5,FALSE,0.52,0.56,1
6381,SolarTech Energy,Construction,DE,Small,New,Project-based,1594.95,60,35,0.76,Stable,Negative,5,TRUE,0.89,-0.99,1
6382,Zenith Logistics,Finance,DE,Medium,Returning,Project-based,6010.12,30,62,0.47,Declining,Positive,2,TRUE,0.68,-0.89,1
6383,GlobalData Systems,Healthcare,PK,Small,Returning,Recurring,7674.51,45,39,0.58,Improving,Positive,5,TRUE,0.89,-0.35,1
6384,SteelForge Manufacturing,IT Services,FR,Medium,New,One-time,507.9,15,62,0.97,Stable,Negative,4,TRUE,0.62,0.78,1
6385,SmartMove Rentals,Retail,IE,Large,New,Recurring,9712.92,60,27,0.24,Declining,Positive,3,TRUE,0.49,-0.29,0
6386,MegaMart Group,IT Services,US,Small,Returning,Recurring,3576.55,15,44,0.19,Stable,Negative,0,FALSE,0.85,-0.49,1
6387,EduSmart Solutions,Education,FR,Large,New,One-time,3782.1,45,49,0.97,Improving,Positive,2,TRUE,0.5,0.29,1
6388,GreenWorks Ltd,IT Services,IE,Medium,New,Project-based,3091.2,60,50,0.27,Declining,Negative,2,FALSE,0.54,-0.56,1
6389,UrbanMove Transport,Retail,IE,Large,Returning,Recurring,5298.68,45,12,0.44,Stable,Positive,5,FALSE,0.81,0.47,0
6390,QuickNet Communications,Manufacturing,FR,Large,New,One-time,7483.26,60,55,0.95,Declining,Negative,2,TRUE,0.49,0.94,1
6391,Meditech Labs,IT Services,UK,Medium,Returning,One-time,3271.1,45,24,0.15,Declining,Positive,2,TRUE,0.59,-0.34,0
6392,ShopWise Market,Education,PK,Large,Returning,One-time,9160.44,45,44,0.16,Declining,Negative,3,FALSE,0.33,0.11,1
6393,MegaLogistics,Healthcare,FR,Small,Returning,One-time,9347.66,15,55,0.93,Stable,Negative,0,TRUE,0.5,-0.43,1
6394,AutoDrive Technologies,Healthcare,PK,Small,New,One-time,7592.21,30,27,0.88,Declining,Positive,5,TRUE,0.34,0.36,0
6395,FreshLeaf Organics,Healthcare,IN,Large,New,One-time,8659.06,15,54,0.46,Stable,Negative,2,TRUE,0.88,0.12,1
6396,Globo Retail,Finance,DE,Large,New,One-time,9430.47,45,29,0.66,Improving,Positive,1,TRUE,0.77,0.17,0
6397,EcoWare Packaging,IT Services,IN,Large,Returning,One-time,3755.32,30,48,0.37,Improving,Negative,0,FALSE,0.54,-0.44,1
6398,BluePeak Insurance,Manufacturing,DE,Medium,New,Recurring,9201.77,15,2,0.19,Improving,Positive,5,TRUE,0.37,-0.07,0
6399,SkyVision Telecom,Finance,FR,Small,New,Recurring,7517.21,30,29,0.45,Stable,Positive,3,TRUE,0.42,-0.59,0
6400,ClearTech Digital,Healthcare,IN,Medium,Returning,One-time,6476.65,45,65,0.89,Stable,Positive,2,TRUE,0.33,0.41,1
6401,SkyWare Systems,Education,IN,Medium,New,Recurring,449.44,60,44,0.83,Improving,Positive,1,TRUE,0.69,-0.59,1
6402,MegaLogistics,Construction,UK,Medium,New,One-time,2676.26,45,61,0.92,Improving,Positive,5,TRUE,0.86,-0.83,1
6403,TransWorld Freight,Finance,UK,Medium,Returning,One-time,635.22,15,45,0.31,Declining,Negative,1,TRUE,0.49,-0.05,1
6404,AgriGrow Foods,Retail,FR,Small,New,One-time,3289.98,30,49,0.97,Improving,Positive,5,FALSE,0.64,-0.48,1
6405,SmartEdge Security,Healthcare,PK,Medium,New,Project-based,8200.04,15,11,0.76,Stable,Positive,1,FALSE,0.8,0.77,0
6406,SmartEdge Security,IT Services,FR,Medium,New,One-time,7801.51,60,59,0.59,Improving,Negative,5,FALSE,0.55,-0.26,1
6407,SoftCore IT,Retail,UK,Small,New,Project-based,5806.03,15,39,0.09,Stable,Positive,1,TRUE,0.47,-0.92,1
6408,BuildMax Engineering,Finance,IE,Medium,Returning,Recurring,2771.92,45,60,0.78,Declining,Positive,5,TRUE,0.44,0.58,1
6409,QuantumSoft,IT Services,PK,Medium,Returning,One-time,4866.68,45,33,0.05,Improving,Negative,1,TRUE,0.39,-0.07,1
6410,EcoVision Solar,Manufacturing,DE,Medium,New,Recurring,691.37,60,66,0.82,Stable,Negative,4,FALSE,0.8,-0.42,1
6411,EduPro Learning,Finance,DE,Medium,Returning,Recurring,525.95,15,39,0.72,Declining,Negative,3,FALSE,0.72,0.6,1
6412,Zenith Logistics,Manufacturing,FR,Small,New,Project-based,4813.3,45,56,0.77,Declining,Negative,4,FALSE,0.79,-0.23,1
6413,MediCore Systems,Retail,IN,Large,New,Recurring,9181,30,26,0.56,Stable,Positive,1,FALSE,0.72,0.03,0
6414,AutoMotion,Healthcare,IE,Large,Returning,Project-based,5516.17,30,11,0.47,Stable,Positive,5,FALSE,0.63,-0.24,0
6415,BuildWell Inc,Finance,IN,Medium,New,One-time,558.21,15,29,0.26,Declining,Positive,3,TRUE,0.62,-0.96,0
6416,BrightWave Finance,Retail,IN,Small,New,One-time,5149.93,30,39,0.61,Improving,Positive,3,FALSE,0.65,0.67,1
6417,EduPro Learning,Construction,PK,Medium,New,Project-based,899.85,15,37,0.21,Declining,Negative,4,TRUE,0.34,0.27,1
6418,SmartFinance Advisors,Construction,PK,Small,New,Project-based,6484.78,15,47,0.5,Stable,Positive,5,TRUE,0.66,0.73,1
6419,SkyLogistics,IT Services,US,Small,Returning,One-time,2838.06,15,39,0.84,Declining,Positive,0,FALSE,0.69,-0.8,1
6420,UrbanGrid Builders,Retail,FR,Large,Returning,Recurring,8682.65,15,49,0.27,Improving,Negative,2,FALSE,0.85,-0.58,1
6421,IronGate Construction,Finance,FR,Small,New,Recurring,5699.37,15,39,0.97,Improving,Positive,5,TRUE,0.66,0.02,1
6422,AlphaWare Systems,Finance,IN,Large,New,Project-based,4134.6,15,16,0.14,Declining,Positive,4,FALSE,0.8,0.15,0
6423,Insight Analytics,Finance,PK,Medium,New,One-time,9526.5,30,36,0.15,Improving,Negative,3,FALSE,0.4,-0.6,1
6424,SkyLogistics,Finance,US,Large,Returning,Recurring,227.94,15,61,0.68,Declining,Negative,5,TRUE,0.87,-0.92,1
6425,CloudNova,IT Services,UK,Large,Returning,Project-based,9784.14,60,48,0.5,Declining,Positive,5,TRUE,0.77,0.07,1
6426,TransWorld Freight,Education,IE,Medium,Returning,One-time,7455.27,15,52,1,Improving,Positive,3,FALSE,0.54,0.35,1
6427,Insight Analytics,Retail,IE,Large,New,Recurring,6513.47,60,41,0.64,Stable,Negative,5,FALSE,0.67,-0.78,1
6428,PrimeEdge Investments,Healthcare,US,Large,Returning,Project-based,9750.71,60,39,0.09,Declining,Negative,1,TRUE,0.31,-1,1
6429,SmartEdge Security,Manufacturing,IN,Large,New,Project-based,4382.37,60,26,0.54,Stable,Positive,4,FALSE,0.58,0.18,0
6430,VentureX Holdings,Education,DE,Small,New,One-time,129.96,45,27,0.49,Declining,Positive,3,FALSE,0.33,-0.76,0
6431,Globo Retail,Education,IE,Small,Returning,Recurring,9013.95,15,20,0.28,Improving,Positive,5,FALSE,0.8,0.07,0
6432,QuickPay Fintech,Education,US,Small,New,Project-based,9125.78,30,46,0.26,Declining,Positive,3,TRUE,0.5,-0.18,1
6433,MediServe Diagnostics,Education,IN,Small,Returning,Project-based,6259.06,15,21,0.38,Stable,Positive,1,TRUE,0.84,0.3,0
6434,MediCore Systems,IT Services,PK,Large,Returning,Recurring,7847.18,45,71,0.76,Declining,Negative,5,TRUE,0.49,-0.36,1
6435,EduPrime,Retail,UK,Small,New,Recurring,7178.74,45,55,0.82,Stable,Positive,3,TRUE,0.88,-0.11,1
6436,SkyHigh Builders,IT Services,IN,Large,Returning,Recurring,9846.58,15,17,0.94,Stable,Positive,5,FALSE,0.52,0,0
6437,MegaMart Group,Healthcare,IE,Small,New,Recurring,564.13,15,14,0.06,Stable,Positive,0,TRUE,0.42,-0.28,0
6438,NovaFoods,Education,PK,Large,New,Recurring,3826.12,45,47,0.57,Stable,Negative,0,TRUE,0.32,0.31,1
6439,BrightWave Finance,IT Services,US,Large,New,One-time,103.8,45,70,0.9,Improving,Negative,1,TRUE,0.8,0.77,1
6440,GlobalData Systems,Manufacturing,FR,Large,New,Recurring,5791.87,45,37,0.06,Declining,Negative,4,TRUE,0.77,0.56,1
6441,AlphaWare Systems,Education,US,Large,New,Project-based,6450.71,15,53,0.76,Improving,Negative,2,TRUE,0.41,0.2,1
6442,PrimeTech AI,Construction,DE,Medium,New,One-time,6280.2,60,11,0.51,Declining,Positive,3,FALSE,0.74,0.65,0
